company_name,category,website,email,all_emails,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region
Canadian Specialist Hospital,Hospital,http://www.csh.ae/,info@csh.ae,info@csh.ae,+971 4 707 2222,Abu Hail St - behind Ministry of Environment and Water - Hor Al Anz East - Deira - Dubai - United Arab Emirates,https://www.linkedin.com/company/canadian-specialist-hospital,https://www.facebook.com/cshdubai,https://www.instagram.com/CSHDubai/,4.6,"5,657",,,,Hospitals in Dubai,https://www.google.com/maps/place/Canadian+Specialist+Hospital/data=!4m7!3m6!1s0x3e5f5cf2e91122af:0xe7c03619a9faae85!8m2!3d25.277529!4d55.3485677!16s%2Fg%2F1tsyn7sy!19sChIJryIR6fJcXz4Rha76qRk2wOc?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T19:40:26.170Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
Harbor Real Estate Broker LLC,Real estate consultant,https://www.harbordubai.com/,info@harbordubai.com,info@harbordubai.com,+971 4 325 1616,City Tower - 18th Floor Office#1803 - 2 Sheikh Zayed Rd - Dubai - United Arab Emirates,https://www.linkedin.com/school/dubai-real-estate-institute-drei/,,,4.7,"2,382",,,,Real estate agencies in Dubai,https://www.google.com/maps/place/Harbor+Real+Estate+Broker+LLC/data=!4m7!3m6!1s0x3e5f42f2c1738f6f:0x4f4d76043a46fc96!8m2!3d25.2192823!4d55.2797104!16s%2Fg%2F1tc_cr28!19sChIJb49zwfJCXz4RlvxGOgR2TU8?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T19:41:49.168Z,,,real-estate,real-estate; finance-insurance,finance-insurance,,,false,0.6,rules,middle-east
DANAH REAL ESTATE | دانة العقارية,Real estate consultant,http://www.danah.com.sa/,info@danah.com.sa,info@danah.com.sa,+966 9200 01750,"Al Rashid Tower, King Saud Rd, As Sulimaniyah, Riyadh 11411, Saudi Arabia",https://www.linkedin.com/company/danah-real-estate/,https://www.facebook.com/danahresa,https://www.instagram.com/danahresa/,4.5,19,,,,Real estate agencies in Riyadh,https://www.google.com/maps/place/DANAH+REAL+ESTATE+%7C+%D8%AF%D8%A7%D9%86%D8%A9+%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f03e424050581:0x3ebefefda0d36c5!8m2!3d24.6820805!4d46.708145!16s%2Fg%2F11ss6y4_mj!19sChIJgQUFJOQDLz4RxTYN2u_v6wM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T19:46:03.933Z,,,real-estate,real-estate,,,,false,0.7,rules,middle-east
United Kingdom Sotheby's International Realty,Real estate agent,https://www.sothebysrealty.co.uk/,bf@sothebysrealty.co.uk,bf@sothebysrealty.co.uk; rsw@sothebysrealty.co.uk; rss@sothebysrealty.co.uk,+44 20 4613 0888,"48 Conduit St, London W1S 2YR, United Kingdom",,,,4.6,88,,,,Real estate agencies in London,https://www.google.com/maps/place/United+Kingdom+Sotheby%27s+International+Realty/data=!4m7!3m6!1s0x4876052a4e97637b:0x7d8796cb2d206567!8m2!3d51.5120026!4d-0.1418367!16s%2Fg%2F1tj1rk7p!19sChIJe2OXTioFdkgRZ2UgLcuWh30?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T19:50:23.486Z,,,real-estate,real-estate,,,,false,0.8999999999999999,rules,europe
Mujahid Hospital,Private hospital,http://www.mujahidhospital.org.pk/,mujahidhospital@hotmail.com,mujahidhospital@hotmail.com; info@mujahidhospital.org.pk; hello@mujahidhospital.org.pk,+92 41 8541364,"P-103 Z Block Madina Town, Green Belt, Susan Road, Block Z Madina Town, Faisalabad, 38000, Pakistan",,https://www.facebook.com/profile.php,,3.9,482,,,,Hospitals in Faisalabad,https://www.google.com/maps/place/Mujahid+Hospital/data=!4m7!3m6!1s0x3922686f4d626383:0xfd695f8a41ef40ac!8m2!3d31.4205267!4d73.122582!16s%2Fg%2F1tdd3nps!19sChIJg2NiTW9oIjkRrEDvQYpfaf0?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T19:57:49.641Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
Khalil & Associates (Advocates & Legal Consultants),Attorney,https://www.khalilassociates.org/,contact@khalilassociates.org,contact@khalilassociates.org,+92 307 2732223,"University, Office No. 14, 2nd Floor, Zeb Plaza, Tehkal Payan, University Road, Road, Tehkal, Peshawar, 25000, Pakistan",https://www.linkedin.com/company/khalil-and-associates,https://www.facebook.com/khalilandassociates/,https://www.instagram.com/khalilandassociates/,4.6,18,,,,Law firms in Peshawar,https://www.google.com/maps/place/Khalil+%26+Associates+%28Advocates+%26+Legal+Consultants%29/data=!4m7!3m6!1s0x455081d7e6f0dff7:0xd8f3741a3afe7775!8m2!3d34.0084173!4d71.5206024!16s%2Fg%2F11y84fyr51!19sChIJ99_w5teBUEURdXf-Ohp089g?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:02:48.850Z,,,professional-services,professional-services,,,,false,0.95,rules,south-asia
As-Salam International Hospital Maadi Branch,Hospital,https://assalammaadi.alameda-hc.com/,contact@ekko.com,contact@ekko.com,+20 10 92001443,"Cairo - Al Wosta, Athar an Nabi, Dar El Salam, Cairo Governorate 4220501, Egypt",https://www.linkedin.com/company/as-salam-international-hospital,https://www.facebook.com/Assalamint/,https://www.instagram.com/assalaminternationalhospital/,4.6,"10,333",,,,Hospitals in Cairo,https://www.google.com/maps/place/As-Salam+International+Hospital+Maadi+Branch/data=!4m7!3m6!1s0x145847a50d83ab59:0x4c0e8e891bcf6265!8m2!3d29.9849213!4d31.2299848!16s%2Fg%2F1hm4rvcfh!19sChIJWauDDaVHWBQRZWLPG4mODkw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:08:34.220Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
Sahel Teaching Hospital,General hospital,https://sahelhp.gov.eg/,hello@clinic.com,hello@clinic.com; elsahelth@gothi.cloud.gov.eg,+20 10 20186351,"2 Youssef Karam, Borham, El Sahel, Cairo Governorate 11697, Egypt",,https://www.facebook.com/profile.php,,3.5,453,,,,Hospitals in Cairo,https://www.google.com/maps/place/Sahel+Teaching+Hospital/data=!4m7!3m6!1s0x145840687ee6605d:0xce4a0e3d0b6c9d54!8m2!3d30.0839342!4d31.2422479!16s%2Fg%2F11gzcvps_!19sChIJXWDmfmhAWBQRVJ1sCz0OSs4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:08:34.220Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
Apollo Hospital Navi Mumbai - Hospital in Navi Mumbai,Hospital,https://www.apollohospitals.com/hospitals/apollo-hospitals-mumbai,srinivas_tamma@apollohospitals.com,srinivas_tamma@apollohospitals.com; drabhijatsheth@apolloahd.com; dravinash_cm@apollohospitals.com,+91 80 6297 2766,"Plot no 13, Parsik Hill Rd, off Uran Road, Sector 23, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",,,,4.7,"28,370",,,,Hospitals in Mumbai,https://www.google.com/maps/place/Apollo+Hospital+Navi+Mumbai+-+Hospital+in+Navi+Mumbai/data=!4m7!3m6!1s0x3be7c3903a3c9297:0xb858a25d34856005!8m2!3d19.0208646!4d73.0287337!16s%2Fg%2F11plkkvf08!19sChIJl5I8OpDD5zsRBWCFNF2iWLg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:10:44.125Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
NKS Super Speciality Hospital,General hospital,http://www.nkshospital.com/,info@nkshospital.com,info@nkshospital.com,+91 11 3506 6666,"Sanjay Nagar, Gulabi Bagh, Delhi, 110007, India",https://in.linkedin.com/company/nkshospital,https://www.facebook.com/thenkshospital/,https://www.instagram.com/nkshospital/,4.6,"5,872",,,,Hospitals in Delhi,https://www.google.com/maps/place/NKS+Super+Speciality+Hospital/data=!4m7!3m6!1s0x390d02790a476351:0x2af17b61d3d76c4c!8m2!3d28.6753963!4d77.1911781!16s%2Fg%2F1hdzksyxn!19sChIJUWNHCnkCDTkRTGzX02F78So?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:12:52.810Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
Legalese Law Firm,Law firm,http://www.legaleselawfirm.com/,legaleselawfirm@gmail.com,legaleselawfirm@gmail.com; contact@legaleselawfirm.com,+91 98102 03697,"House no. 285, behind Payal Cinema, Sector 14, Gurugram, Haryana 122001, India",https://www.linkedin.com/,,,4.0,28,,,,Law firms in Delhi,https://www.google.com/maps/place/Legalese+Law+Firm/data=!4m7!3m6!1s0x390d165555555555:0x7cd24cd673608166!8m2!3d28.477344!4d77.049636!16s%2Fg%2F1td7rl21!19sChIJVVVVVVUWDTkRZoFgc9ZM0nw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:13:34.491Z,,,professional-services,professional-services,,,,false,0.7,rules,south-asia
Jurong Community Hospital,Community health center,https://www.jch.com.sg/,appointment@nuhs.edu.sg,appointment@nuhs.edu.sg; contactus@nuhs.edu.sg; jhcampus_feedback@nuhs.edu.sg,+65 6716 2000,"1 Jurong East Street 21, Tower A, Singapore 609606",https://sg.linkedin.com/company/jurong-health-services,https://facebook.com/JurongHealthCampus/,https://instagram.com/jhcampus/,3.6,84,,,,Hospitals in Singapore,https://www.google.com/maps/place/Jurong+Community+Hospital/data=!4m7!3m6!1s0x31da100e8a1bc3eb:0xa323810ce0ae5021!8m2!3d1.3329138!4d103.7467778!16s%2Fg%2F11bw7nth0j!19sChIJ68Mbig4Q2jERIVCu4AyBI6M?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:15:03.273Z,,,healthcare,healthcare,,,,false,0.7,rules,southeast-asia
Chinese General Hospital and Medical Center,General hospital,http://cghmc.com.ph/,info@cghmc.com.ph,info@cghmc.com.ph; juandelacruz@gmail.com,+63 2 8711 4141,"286 Blumentritt Rd, Santa Cruz, Manila, 1014 Metro Manila, Philippines",,https://facebook.com/1345811402204454/,https://instagram.com/cghmcofficial,3.5,588,,,,Hospitals in Manila,https://www.google.com/maps/place/Chinese+General+Hospital+and+Medical+Center/data=!4m7!3m6!1s0x3397b61eac2d274d:0x9d5d7ff3c9f74435!8m2!3d14.6263316!4d120.9877647!16s%2Fm%2F0gy1c58!19sChIJTSctrB62lzMRNUT3yfN_XZ0?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:21:28.291Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,southeast-asia
Fortun Narvasa & Salazar,Law firm,https://fnslaw.com.ph/,info@fnslaw.com.ph,info@fnslaw.com.ph,+63 2 8812 8670,"23rd Floor, Multinational Bancorporation Centre, 6805 Ayala Ave, Makati City, 1226 Metro Manila, Philippines",https://ph.linkedin.com/company/fnslaw,https://www.facebook.com/FNSLawOfficial/,,4.5,17,,,,Law firms in Manila,https://www.google.com/maps/place/Fortun+Narvasa+%26+Salazar/data=!4m7!3m6!1s0x3397c90947fc4e39:0x4c5c8ce90bdcc986!8m2!3d14.559478!4d121.017762!16s%2Fg%2F1tcytz52!19sChIJOU78RwnJlzMRhsncC-mMXEw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:22:08.805Z,,,professional-services,professional-services,,,,false,0.7,rules,southeast-asia
Ogera Law LLP - Commissioners for Oaths | Notary Public | Immigration Lawyers,Law firm,http://www.ogeralaw.com/,consult@ogeralaw.com,consult@ogeralaw.com,+254 792 042393,"Karen Road Nairobi KE, Kenya",https://www.linkedin.com/company/the-ogera-advocates/about/,https://www.facebook.com/OgeraLaw,https://www.instagram.com/theogeralaw/,4.6,14,,,,Law firms in Nairobi,https://www.google.com/maps/place/Ogera+Law+LLP+-+Commissioners+for+Oaths+%7C+Notary+Public+%7C+Immigration+Lawyers/data=!4m7!3m6!1s0x182f1b663660e53b:0xaa65813465c6fbd1!8m2!3d-1.3213389!4d36.7178971!16s%2Fg%2F11gxtjrh85!19sChIJO-VgNmYbLxgR0fvGZTSBZao?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:24:16.164Z,,,professional-services,professional-services,,,,false,0.95,rules,africa
Barinaada Legal-Business Lawyers,Law firm,http://www.barinaadalegal.com/,barinaadalegal@gmail.com,barinaadalegal@gmail.com; info.barinaadalegal@gmail.com,+234 803 090 0036,"5 Morris Street by Ebun Close, Abule-Ijesha, Yaba, Lagos 100001, Lagos, Nigeria",,,,4.9,45,,,,Law firms in Lagos,https://www.google.com/maps/place/Barinaada+Legal-Business+Lawyers/data=!4m7!3m6!1s0x103b8d4e495b9213:0xda6c877818d10020!8m2!3d6.521121!4d3.3798687!16s%2Fg%2F11qr292dbl!19sChIJE5JbSU6NOxARIADRGHiHbNo?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:26:20.492Z,,,professional-services,professional-services,,,,false,0.95,rules,africa
Oriana Hospital,Hospital,http://orianahospital.ae/,info@orianahospital.ae,info@orianahospital.ae; careers@orianahospital.ae,+971 6 591 8888,Al Taawun St - Al Khalidiya District - Sharjah - United Arab Emirates,https://ae.linkedin.com/company/oriana-hospital,https://www.facebook.com/orianahospitals/,https://www.instagram.com/oriana.hospitals/,4.6,"1,692",,,,Hospitals in Sharjah,https://www.google.com/maps/place/Oriana+Hospital/data=!4m7!3m6!1s0x3e5f5bfc89808051:0x3e363d1347c5ca95!8m2!3d25.3140743!4d55.376025!16s%2Fg%2F11mv58y4b5!19sChIJUYCAifxbXz4RlcrFRxM9Nj4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:29:58.460Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
KIMSHEALTH Hospital,Hospital,https://www.kimshealth.co/bahrain/facilities/kimshealth-hospital-umm-al-hassam,info@kimshealth.bh,info@kimshealth.bh; enquiry@kimshealth.bh; helpdesk@kimshealth.om,+973 1782 2123,"30 Rd No 3519, Manama 335, Bahrain",https://www.linkedin.com/uas/login,https://www.facebook.com/kimshealthbhhospital,https://www.instagram.com/kimshealthhospital/,4.5,"1,194",,,,Hospitals in Manama,https://www.google.com/maps/place/KIMSHEALTH+Hospital/data=!4m7!3m6!1s0x3e49af060c417b87:0x5e1e59d14fbec658!8m2!3d26.2004427!4d50.595498!16s%2Fg%2F11fw4lklcp!19sChIJh3tBDAavST4RWMa-T9FZHl4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:35:41.478Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
Azhar Private Hospital,Private hospital,http://www.azharmg.com/,medicenter@mail.com,medicenter@mail.com; info@azharmg.com,+968 24 278918,"قرب دوار جسر الرسيل مقابل دائرة الكهرباء, ‎, Oman",,https://www.facebook.com/Azhar.Polyclinic/,https://www.instagram.com/azharmedicalgroup/,3.5,410,,,,Hospitals in Muscat,https://www.google.com/maps/place/Azhar+Private+Hospital/data=!4m7!3m6!1s0x3e8dfd6b685115b3:0x4a60b161fca2f50d!8m2!3d23.594726!4d58.216869!16s%2Fg%2F11cmt4fvkb!19sChIJsxVRaGv9jT4RDfWi_GGxYEo?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:37:07.217Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east
Dental Clinic - Dr. Michael Levy,Dentist,http://www.levymichael.co.il/,drmikilevy1@gmail.com,drmikilevy1@gmail.com; drmikilevy@walla.com,+972 3-522-6691,"Be'eri St 11, Tel Aviv-Yafo, 6468211, Israel",,,,4.8,38,,,,Dentists in Tel Aviv,https://www.google.com/maps/place/Dental+Clinic+-+Dr.+Michael+Levy/data=!4m7!3m6!1s0x151d4b91945dbc21:0xb287102121dd847e!8m2!3d32.0834733!4d34.7868306!16s%2Fg%2F1tg9730q!19sChIJIbxdlJFLHRURfoTdISEQh7I?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:40:46.164Z,,,healthcare,healthcare,,,,false,0.95,rules,middle-east
Medicover Hospitals - Best Hospital in Hyderabad - Hitech City,Hospital,https://www.medicoverhospitals.in/hospitals/telangana/hyderabad/hitec-city/?utm_source=google&utm_medium=organic&utm_campaign=gmb-hitech-hyderabad,info@medicoverhospitals.in,info@medicoverhospitals.in,+91 40 6833 4455,"the Lane of IBIS Hotels, Behind Cyber Towers, In, HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500082, India",https://www.linkedin.com/company/medicoverhospitals/,https://www.facebook.com/MedicoverHospitals/,https://www.instagram.com/medicoverhospitals/,4.6,"15,683",,,,Hospitals in Hyderabad,https://www.google.com/maps/place/Medicover+Hospitals+-+Best+Hospital+in+Hyderabad+-+Hitech+City/data=!4m7!3m6!1s0x3bcb93ddedcbbfd5:0x53c9001a66216872!8m2!3d17.4466685!4d78.3801261!16s%2Fg%2F11b6hyb781!19sChIJ1b_L7d2TyzsRcmghZhoAyVM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:45:50.740Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
Renova Hospitals Langar Houz,Private hospital,https://renovahospitals.com/,info@renovahospitals.com,info@renovahospitals.com; info.rlh@renovahospitals.com; info.rkh@renovahospitals.com,+91 99123 41701,"Langar House Rd, opposite Bapu Ghat, Bapu Nagar, Langar Houz, Hyderabad, Telangana 500008, India",https://in.linkedin.com/company/renova-hospitals,https://www.facebook.com/renovahospitals/,https://www.instagram.com/renova_hospitals/,4.5,"2,472",,,,Hospitals in Hyderabad,https://www.google.com/maps/place/Renova+Hospitals+Langar+Houz/data=!4m7!3m6!1s0x3bcb96febf109379:0x3e4d419f2a2fdf27!8m2!3d17.3732511!4d78.4144672!16s%2Fg%2F1tfvfnrq!19sChIJeZMQv_6WyzsRJ98vKp9BTT4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:45:50.740Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
Jehangir Hospital,General hospital,http://www.jehangirhospital.com/,info@jehangirhospital.com,info@jehangirhospital.com,+91 20 6681 8801,"32, Sasoon Rd, opposite Railway Station, Central Excise Colony, Sangamvadi, Pune, Maharashtra 411001, India",https://www.linkedin.com/company/jehangir-hospital,https://www.facebook.com/jehangirhospital/,https://www.instagram.com/jehangirhospital/,4.6,"13,270",,,,Hospitals in Pune,https://www.google.com/maps/place/Jehangir+Hospital/data=!4m7!3m6!1s0x3bc2c05816d29283:0xfe98c3452724e113!8m2!3d18.5303207!4d73.8768111!16s%2Fm%2F09v3j2y!19sChIJg5LSFljAwjsRE-EkJ0XDmP4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:47:15.988Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
Dr. Mehta's Hospitals,Private hospital,https://mehtahospital.com/,appointments@mehtahospital.com,appointments@mehtahospital.com,+91 44 4227 1001,"No.2/1,2, 3, Mc Nichols Road 3rd Ln, Chetpet, Chennai, Greater Chennai, Tamil Nadu 600031, India",https://www.linkedin.com/company/3015475/admin/feed/posts/,https://www.facebook.com/dr.mehtashospitals,https://www.instagram.com/dr.mehtas_hospitals/,4.6,"10,912",,,,Hospitals in Chennai,https://www.google.com/maps/place/Dr.+Mehta%27s+Hospitals/data=!4m7!3m6!1s0x3a5265e51a427cad:0x3c7ce71e604b9f23!8m2!3d13.0717977!4d80.2405783!16s%2Fg%2F1tgz3xbt!19sChIJrXxCGuVlUjoRI59LYB7nfDw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:48:39.698Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
"KVT Multi Speciality Hospital | 24hrs Emergency Multispeciality Hospital | Erukkancheri, Chennai",General hospital,https://kvtspeciality.com/,kvtsignup@gmail.com,kvtsignup@gmail.com; david@gmail.com,+91 44 4013 1111,"Plot No. 1, 2,3, Ethiraj Samy Salai Rd, Erukkancheri, Kodungaiyur, Chennai, Greater Chennai, Tamil Nadu 600118, India",https://www.linkedin.com/company/kvt-multi-speciality-hospital/,https://www.facebook.com/kvtmultispecialityhospital,https://www.instagram.com/kvtmultispecialityhospitals/,4.5,"1,854",,,,Hospitals in Chennai,"https://www.google.com/maps/place/KVT+Multi+Speciality+Hospital+%7C+24hrs+Emergency+Multispeciality+Hospital+%7C+Erukkancheri,+Chennai/data=!4m7!3m6!1s0x3a5265a0abba69dd:0x676f64da5ff700e9!8m2!3d13.1267214!4d80.2489811!16s%2Fg%2F11hzzxfczp!19sChIJ3Wm6q6BlUjoR6QD3X9pkb2c?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,alive,67,B,2026-08-19T20:48:39.698Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
Prince Court Medical Centre,Private hospital,http://www.princecourt.com/,enquiries@princecourt.com,enquiries@princecourt.com,+60 3-2160 0000,"39, Jalan Kia Peng, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.linkedin.com/company/princecourtmedicalcentresdnbhd,https://facebook.com/PrinceCourtMC/,https://www.instagram.com/princecourtmc/,4.5,"5,400",,,,Hospitals in Kuala Lumpur,https://www.google.com/maps/place/Prince+Court+Medical+Centre/data=!4m7!3m6!1s0x31cc3633aeca5d89:0xf27feb72728cf57!8m2!3d3.1489704!4d101.7217335!16s%2Fg%2F1xtd_1vq!19sChIJiV3KrjM2zDERV88oJ7f-Jw8?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:49:57.960Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,southeast-asia
De Soysa Maternity Hospital for Women,Maternity hospital,http://www.dmh.health.gov.lk/home,dmhweb1@gmail.com,dmhweb1@gmail.com; directordmh1879@gmail.com,+94 112 662 619,"WV9C+X6V, Kynsey Rd, Colombo 00800, Sri Lanka",,,,4.3,150,,,,Hospitals in Colombo,https://www.google.com/maps/place/De+Soysa+Maternity+Hospital+for+Women/data=!4m7!3m6!1s0x3ae2590b347116e5:0x9a79db97282ced7!8m2!3d6.9199812!4d79.8705461!16s%2Fg%2F11b6gryzfk!19sChIJ5RZxNAtZ4joR186Ccrmdpwk?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T20:56:54.762Z,,,healthcare,healthcare,,,,false,0.7,rules,south-asia
Arise Austin Medical Center,Surgical center,http://www.arisemedicalcenter.com/,jsamson@westlakemedical.com,jsamson@westlakemedical.com; bewell@arisemedicalcenter.com,(512) 314-3800,"3003 Bee Caves Rd, Rollingwood, TX 78746",https://www.linkedin.com/company/3580993/,https://www.facebook.com/arisemedicalcenter,https://www.instagram.com/ariseaustinmedical/,3.7,73,,,,Hospitals in Austin,https://www.google.com/maps/place/Arise+Austin+Medical+Center/data=!4m7!3m6!1s0x865b4ac875a420fd:0xe8e7ec3949724cab!8m2!3d30.270909!4d-97.7959815!16s%2Fm%2F04g3m9z!19sChIJ_SCkdchKW4YRq0xySTns5-g?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,67,B,2026-08-19T21:05:30.681Z,,,healthcare,healthcare,,,,false,0.8999999999999999,rules,north-america
Hamza Real Estate,Real estate agent,https://www.hamzarealestate.com.pk/,info@hamzarealestate.com.pk,info@hamzarealestate.com.pk,+92 328 4000333,"Street 5, Upper Mall Scheme, Lahore, 54000, Pakistan",,https://www.facebook.com/KILAT404,,4.7,36,,,,Real estate agencies in Lahore,https://www.google.com/maps/place/Hamza+Real+Estate/data=!4m7!3m6!1s0x391904e071417b4b:0x8c9dfa5f7ee40c48!8m2!3d31.5411545!4d74.3535078!16s%2Fg%2F11xk1wytr!19sChIJS3tBceAEGTkRSAzkfl_6nYw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,66,B,2026-08-19T19:33:29.272Z,,,real-estate,real-estate,,,,false,0.8999999999999999,rules,south-asia
Prime Property & Developers Pvt. Ltd.,Real estate agency,http://www.primeproperty-dev.com/,primepropertypk@gmail.com,primepropertypk@gmail.com,+92 300 3794458,"6 Mezzanine Floor, Mujahid Plaza, Jinnah Ave, Block H G 7/2 Blue Area, Islamabad, 44010, Pakistan",,https://www.facebook.com/share/1C56mgaoXK/,https://www.instagram.com/prime_property.developers,4.8,45,,,,Real estate agencies in Islamabad,https://www.google.com/maps/place/Prime+Property+%26+Developers+Pvt.+Ltd./data=!4m7!3m6!1s0x38dfbf491153f14d:0x799626851cd38836!8m2!3d33.7123506!4d73.0615691!16s%2Fg%2F11sfr76x96!19sChIJTfFTEUm_3zgRNojTHIUmlnk?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,66,B,2026-08-19T19:37:34.855Z,,,real-estate,real-estate,,,,false,0.8999999999999999,rules,south-asia
Clyde & Co,Law firm,https://www.clydeco.com/en/locations/middle-east/riyadh?utm_source=Google&utm_medium=Local&utm_Term=Riyadh&utm_content=Pageclick,john.doe@business.com,john.doe@business.com,+966 11 253 2100,"District، The Business Gate, Building 13, Airport Road, Qurtubah, Riyadh 13244, Saudi Arabia",https://www.linkedin.com/company/clydeco/posts/,,,4.5,15,,,,Law firms in Riyadh,https://www.google.com/maps/place/Clyde+%26+Co/data=!4m7!3m6!1s0x3e2efc5a9f08cab9:0x3ae94dbff68ad7f5!8m2!3d24.8071744!4d46.7176123!16s%2Fg%2F11c67xbfnx!19sChIJucoIn1r8Lj4R9deK9r9N6To?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,66,B,2026-08-19T19:45:23.799Z,,,professional-services,professional-services,,,,false,0.7,rules,middle-east
Sultan Al-Abdulla & Partners,Law firm,http://qatarlaw.com/,info@qatarlaw.com,info@qatarlaw.com,+974 4442 0660,"Level 16, The Y Tower Marina Street 305 Lusail, Lusail, Qatar",https://www.linkedin.com/company/sultan-al-abdulla-&-partners,https://www.facebook.com/SAPQatarLaw,,4.4,29,,,,Law firms in Doha,https://www.google.com/maps/place/Sultan+Al-Abdulla+%26+Partners/data=!4m7!3m6!1s0x3e45c4c71d955159:0x78d49e0168428f9e!8m2!3d25.3894386!4d51.5231513!16s%2Fg%2F11gbf88sfz!19sChIJWVGVHcfERT4Rno9CaAGe1Hg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,66,B,2026-08-19T20:07:08.357Z,,,professional-services,professional-services,,,,false,0.7,rules,middle-east
